short_name,id,conversation,flow_id,timestamp,content,answer_type,failed,author,embeddings
stjohns,284,116,F572365176746QQVGEA,2025-01-29T20:28:03.659000Z,I do not have access to information regarding application fee waivers for international applicants to St. John's University.  You should check the university's admissions website for the most up-to-date details on application fees and any potential waivers.,OPEN_DOMAIN,False,CHATBOT,[]
stjohns,285,117,F2347942921834AINN,2025-01-29T20:28:10.206000Z,fee waiver,,False,USER,[]
stjohns,286,117,F234794292194VWRJJ,2025-01-29T20:28:11.206000Z,"I do not have access to information about fee waivers.  To inquire about fee waivers, you should contact the Student Financial Services office at St. John's University.",OPEN_DOMAIN,False,CHATBOT,[]
stjohns,287,118,F3776390831431NVA2Y,2025-01-29T20:28:17.941000Z,login,,False,USER,[]
stjohns,289,118,F3776390831445GT1YP,2025-01-29T20:28:18.941000Z,"To log in to St. John's University systems, you'll need your university credentials.  Please visit the St. John's University website and look for the login portal.  The exact location may vary depending on the specific system you are trying to access (e.g., student portal, email, etc.).",OPEN_DOMAIN,False,CHATBOT,[]
stjohns,288,119,F1606816436915KVMYYJ,2025-01-29T20:28:25.449000Z,how do i get email for the first time,,False,USER,[]
stjohns,290,119,F1606816436916CSGG4X,2025-01-29T20:28:26.449000Z,"To get your St. John's University email for the first time, you'll need to visit the university's IT services website or contact the helpdesk for instructions.  They will guide you through the account activation process.",OPEN_DOMAIN,False,CHATBOT,[]
stjohns,291,120,F5723651770343CJNNE,2025-01-29T20:28:33.066000Z,campus tour,,False,USER,[]
stjohns,292,120,F572365177035PFHPTA,2025-01-29T20:28:34.066000Z,"St. John's University offers campus tours, but I don't have the schedule available.  To find out more about scheduling a tour, I suggest checking the university's website.",OPEN_DOMAIN,False,CHATBOT,[]
stjohns,293,121,F23479429564122BAF,2025-01-29T20:28:40.600000Z,can international applicants receive an application fee waiver for graduate programs,,False,USER,[]
stjohns,294,121,F234794295650DEGIJ,2025-01-29T20:28:41.600000Z,I do not have access to St. John's University's current admissions policies regarding application fee waivers for international graduate applicants.  You should check the university's graduate admissions website for the most up-to-date information.,OPEN_DOMAIN,False,CHATBOT,[]
stjohns,295,122,F377639083410PDC0XK,2025-01-29T20:28:49.737000Z,how do i transfer out of st johns university,,False,USER,[]
stjohns,296,122,F377639083411VNM3NT,2025-01-29T20:28:50.737000Z,"To transfer out of St. John's University, you'll need to follow these general steps:  1. **Research your options:** Identify the schools you wish to transfer to and check their transfer requirements.  This includes application deadlines, required coursework, and minimum GPA.  2. **Request official transcripts:**  You'll need to request official transcripts from St. John's University to be sent to your prospective schools.  3. **Complete the application:**  Each university will have its own application process.  Be sure to carefully follow the instructions and submit all required materials by the deadlines.  4. **Submit your application materials:** This includes the application form, transcripts, and any other supporting documents, such as letters of recommendation or essays.  5. **Follow up:** After submitting your application, follow up with the admissions office of your chosen university to check on the status of your application.   Remember that specific requirements and procedures vary depending on the university you are transferring to.  It's crucial to contact the admissions office of each university you are interested in for detailed instructions.",OPEN_DOMAIN,False,CHATBOT,[]
stjohns,297,123,F572365177395J1RACQ,2025-01-29T20:29:00.981000Z,schedule,,False,USER,[]
stjohns,298,123,F572365177396B23B5Y,2025-01-29T20:29:01.981000Z,backend call: schedule,VERIFIED,False,CHATBOT,[]
stjohns,299,124,F23479429833UE01M5,2025-01-29T20:29:12.210000Z,ok thanks,,False,USER,[]
stjohns,300,124,F23479429834YV4YVZ,2025-01-29T20:29:13.210000Z,Okay!  Is there anything I can help you with today?,OPEN_DOMAIN,False,CHATBOT,[]
stjohns,301,125,F1606816437354DZ2AR3,2025-01-29T20:29:19.717000Z,what are the hours of operation for the gym,,False,USER,[]
stjohns,302,125,F16068164373554DOVF4,2025-01-29T20:29:20.717000Z,"I do not have access to real-time information, including the hours of operation for the St. John's University gym.  To find the most up-to-date hours, I recommend checking the university's website or contacting the recreation center directly.",OPEN_DOMAIN,False,CHATBOT,[]
stjohns,303,126,F10629576621604X1G45,2025-01-29T20:29:28.033000Z,pharmacy program,,False,USER,[]
stjohns,304,126,F106295766216122XF4Q,2025-01-29T20:29:29.033000Z,"St. John's University offers a Doctor of Pharmacy (PharmD) program.  It's a rigorous program designed to prepare students for careers as pharmacists.  For specific details about curriculum, admission requirements, and other program specifics, I recommend checking the university's website.",OPEN_DOMAIN,False,CHATBOT,[]
stjohns,305,127,F572365177688ULJP1K,2025-01-29T20:29:35.701000Z,test sso,,False,USER,[]
stjohns,306,127,F572365177689BKF4QH,2025-01-29T20:29:36.701000Z,"I do not have access to St. John's University's SSO system.  I am a large language model, and my knowledge about that system is limited.",OPEN_DOMAIN,False,CHATBOT,[]
stjohns,308,128,F377639083806QPWUUA,2025-01-29T20:29:45.858000Z,backend call: schedule,VERIFIED,False,CHATBOT,[]
stjohns,307,128,F377639083805RBTVI1,2025-01-29T20:29:44.858000Z,class schedule,,False,USER,[]
stjohns,309,129,F1062957665581EE53EE,2025-01-29T20:29:58.064000Z,apply,,False,USER,[]
stjohns,310,129,F1062957665582NMAMYN,2025-01-29T20:29:59.064000Z,"To apply to St. John's University, please visit the university's admissions website.  The specific application process and requirements will vary depending on whether you are applying for undergraduate or graduate programs.",OPEN_DOMAIN,False,CHATBOT,[]
stjohns,312,130,F572365178098DG0R40,2025-01-29T20:30:06.526000Z,Good morning!  Is there anything I can help you with today?,OPEN_DOMAIN,False,CHATBOT,[]
stjohns,311,130,F5723651780971N4TUW,2025-01-29T20:30:05.526000Z,good morning,,False,USER,[]
stjohns,313,131,F160681643777131VM1Q,2025-01-29T20:30:13.458000Z,how do i drop a class,,False,USER,[]
stjohns,314,131,F1606816437772UG5QAS,2025-01-29T20:30:14.458000Z,"To drop a class at St. John's University, you'll need to follow the procedures outlined in the university's academic calendar and student handbook.  These usually involve going through your student portal and following the instructions for dropping courses within the specified timeframe.  The deadlines for dropping classes vary depending on the semester and the specific circumstances, so it's crucial to check those resources for the exact steps and deadlines.",OPEN_DOMAIN,False,CHATBOT,[]
stjohns,315,132,F377639084076YKPAC5,2025-01-29T20:30:21.029000Z,overnight guest form,,False,USER,[]
stjohns,316,132,F377639084077EMNLP1,2025-01-29T20:30:22.029000Z,"I do not have access to specific forms for St. John's University.  To obtain an overnight guest form, I suggest checking the university's website, contacting the housing department, or visiting your residential hall's front desk.",OPEN_DOMAIN,False,CHATBOT,[]
stjohns,317,133,F1062957668874ZVHKXA,2025-01-29T20:30:28.281000Z,medicat,,False,USER,[]
stjohns,318,133,F1062957668875KZFQGH,2025-01-29T20:30:29.281000Z,"I am not able to provide information about medications.  If you have questions about your health or need medical advice, please consult a doctor or other qualified healthcare professional.",OPEN_DOMAIN,False,CHATBOT,[]
stjohns,320,134,F572365178533Q4QJBF,2025-01-29T20:30:37.247000Z,"I do not have access to the specific commencement date for St. John's University in 2025.  You can find this information on the university's official website, typically in the registrar's office or student affairs section.",OPEN_DOMAIN,False,CHATBOT,[]
stjohns,319,134,F572365178532QAFGXQ,2025-01-29T20:30:36.247000Z,when is commencement,,False,USER,[]
stjohns,321,135,F16068164380542CTI0E,2025-01-29T20:30:44.068000Z,tour,,False,USER,[]
stjohns,324,135,F1606816438055YLPJRO,2025-01-29T20:30:45.068000Z,"I can't provide a virtual tour of St. John's University, but I can point you to resources that might help.  Do you have a specific area or building in mind?  Knowing that will help me direct you to relevant information, such as campus maps or departmental websites that may have photos.",OPEN_DOMAIN,False,CHATBOT,[]
stjohns,323,136,F377639084632AY1BOZ,2025-01-29T20:30:52.272000Z,Good afternoon!  How can I help you today?,OPEN_DOMAIN,False,CHATBOT,[]
stjohns,322,136,F377639084631GGG0ZS,2025-01-29T20:30:51.272000Z,good afternoon,,False,USER,[]
stjohns,325,137,F1062957672167ALOGVK,2025-01-29T20:30:58.564000Z,i am transfer student from ncc,,False,USER,[]
stjohns,326,137,F1062957672168H411FB,2025-01-29T20:30:59.564000Z,Welcome to St. John's University!  Is there anything I can help you with today?,OPEN_DOMAIN,False,CHATBOT,[]
stjohns,327,138,F23479430480AGCWIO,2025-01-29T20:31:06.414000Z,how do i change my major,,False,USER,[]
stjohns,328,138,F234794304811EKSIF,2025-01-29T20:31:07.414000Z,"To change your major at St. John's University, you should first meet with your academic advisor.  They can guide you through the process, which typically involves completing a form and meeting any specific requirements for your intended major.  You can find your academic advisor's contact information through your student portal.",OPEN_DOMAIN,False,CHATBOT,[]
stjohns,330,139,F1606816438324CFNH5O,2025-01-29T20:31:15.071000Z,"I cannot directly provide you with an unofficial transcript.  To obtain an unofficial transcript, you will need to access the student portal through the St. John's University website.  The specific steps may vary depending on the portal's current design.",OPEN_DOMAIN,False,CHATBOT,[]
stjohns,329,139,F16068164383234XJSGX,2025-01-29T20:31:14.071000Z,unofficial transcript,,False,USER,[]
stjohns,331,140,F377639090362S14UBU,2025-01-29T20:31:21.897000Z,forgot password,,False,USER,[]
stjohns,332,140,F3776390903633TGGFJ,2025-01-29T20:31:22.897000Z,I cannot directly help you reset your password.  Please contact the St. John's University IT Help Desk for assistance.,OPEN_DOMAIN,False,CHATBOT,[]
stjohns,334,141,F1062957675461NBOVE4,2025-01-29T20:31:30.648000Z,"To register for classes at St. John's University, you'll need to log in to your student portal.  The exact steps may vary slightly depending on your specific program and year, but generally involve navigating to the registration section of the portal and following the prompts to select your courses.  If you encounter any problems, I recommend checking the university's website for detailed instructions or contacting the registrar's office for assistance.",OPEN_DOMAIN,False,CHATBOT,[]
stjohns,333,141,F1062957675460ATSCIT,2025-01-29T20:31:29.648000Z,how to i register for classes,,False,USER,[]
stjohns,336,142,F23479430750ZN4XUC,2025-01-29T20:31:37.966000Z,"I do not have access to a campus map.  To find a map of St. John's University, I suggest searching online for ""St. John's University campus map"".",OPEN_DOMAIN,False,CHATBOT,[]
stjohns,335,142,F23479430749OXGWYG,2025-01-29T20:31:36.966000Z,campus map,,False,USER,[]
stjohns,339,143,F377639090637VGSOQJ,2025-01-29T20:31:53.717000Z,"To change your major at St. John's University, you should first meet with your academic advisor to discuss your options and the requirements for your desired major.  They can help you navigate the process and ensure you're on track to graduate.  You'll likely need to complete a form and possibly meet with the department chair of your intended major.  I recommend scheduling an appointment with your advisor as soon as possible.  To find your advisor's contact information, you can use the backend call: academic advisor service.",OPEN_DOMAIN,False,CHATBOT,[]
stjohns,337,143,F3776390906360HVLDY,2025-01-29T20:31:52.717000Z,change major,,False,USER,[]
stjohns,340,144,F1606816438712RLEUKS,2025-01-29T20:31:45.383000Z,"St. John's University has a robust alumni network.  For specific information on alumni events, networking opportunities, or connecting with fellow alumni, I suggest visiting the university's official website.",OPEN_DOMAIN,False,CHATBOT,[]
stjohns,338,144,F1606816438711RE4AAY,2025-01-29T20:31:44.383000Z,alumni,,False,USER,[]
stjohns,342,145,F572365179104PLG4TX,2025-01-29T20:32:01.356000Z,"To make an appointment with your academic advisor, I need to know who your advisor is.  I can access that information for you via a backend call: academic advisor.",OPEN_DOMAIN,False,CHATBOT,[]
stjohns,341,145,F572365179103URHMXH,2025-01-29T20:32:00.356000Z,make an appointment with advisor,,False,USER,[]
stjohns,344,146,F23479431178OAUQGT,2025-01-29T20:32:08.748000Z,"Okay, I understand you are an undergraduate student at St. John's University.  Is there anything specific I can help you with today?",OPEN_DOMAIN,False,CHATBOT,[]
stjohns,343,146,F23479431177313DDC,2025-01-29T20:32:07.748000Z,undergraduate student,,False,USER,[]
stjohns,345,147,F1606816439000C2GVVZ,2025-01-29T20:32:22.700000Z,transcript request,,False,USER,[]
stjohns,346,147,F1606816439001XYP0O5,2025-01-29T20:32:23.700000Z,"I cannot directly fulfill transcript requests.  To request your transcript, you will need to contact the Registrar's Office at St. John's University.  Their contact information should be available on the university's website.",OPEN_DOMAIN,False,CHATBOT,[]
stjohns,347,148,F377639091149HSNUNA,2025-01-29T20:32:15.106000Z,ok thank you,,False,USER,[]
stjohns,348,148,F377639091150DKBYMY,2025-01-29T20:32:16.106000Z,You're welcome!  Is there anything I can help you with today?,OPEN_DOMAIN,False,CHATBOT,[]
stjohns,349,149,F572365179384ZMCOLJ,2025-01-29T20:32:29.861000Z,i am transfer student from nassau community college,,False,USER,[]
stjohns,350,149,F572365179385BXBEYB,2025-01-29T20:32:30.861000Z,Welcome to St. John's University!  Is there anything I can help you with today?,OPEN_DOMAIN,False,CHATBOT,[]
stjohns,351,150,F23479431483Y2XOUP,2025-01-29T20:32:37.630000Z,where are you located,,False,USER,[]
stjohns,352,150,F23479431484HPWSYZ,2025-01-29T20:32:38.630000Z,"I am a virtual assistant, so I don't have a physical location.  I can access information about St. John's University, though.",OPEN_DOMAIN,False,CHATBOT,[]
stjohns,353,151,F1606816439283GU2YYW,2025-01-29T20:32:52.696000Z,what is going on with mens basketball season tickets this yera,,False,USER,[]
stjohns,354,151,F1606816439284N5VV22,2025-01-29T20:32:53.696000Z,"I do not have access to specific information regarding the sales and status of men's basketball season tickets for this year.  For the most up-to-date information, I recommend checking the St. John's University Athletics website or contacting the ticket office directly.",OPEN_DOMAIN,False,CHATBOT,[]
stjohns,355,152,F3776390914300FW5OJ,2025-01-29T20:32:44.970000Z,how do i find my schedule,,False,USER,[]
stjohns,356,152,F377639091431WOVWA2,2025-01-29T20:32:45.970000Z,"To find your schedule, you can access it through the student portal.  I can help you with that if you need further assistance.",OPEN_DOMAIN,False,CHATBOT,[]
stjohns,357,153,F622421727211DJYBO5,2025-01-30T14:27:04.647000Z,registration,,False,USER,[]
stjohns,358,153,F622421727212CWC0GQ,2025-01-30T14:27:05.647000Z,"To assist you with registration, I need more information.  Are you looking to register for classes, or is there something else related to registration that you need help with?",OPEN_DOMAIN,False,CHATBOT,[]
stjohns,359,154,F280284524697AONVKP,2025-01-30T14:27:14.982000Z,academic calendar,,False,USER,[]
stjohns,360,154,F280284524698EPLIB2,2025-01-30T14:27:15.982000Z,"I do not have access to a specific academic calendar for St. John's University.  To find this information, I suggest checking the university's official website.",OPEN_DOMAIN,False,CHATBOT,[]
stjohns,362,155,F622421727665XEZ40Y,2025-01-30T14:27:27.139000Z,"Congratulations on starting your studies at St. John's University!  To register for classes, you'll need to follow these steps:  1. **Submit your application:** If you haven't already, you'll need to complete and submit your application for admission to St. John's University.  The application process and requirements can be found on the university's admissions website.  2. **Accept your offer of admission:** Once you've been accepted, you'll receive an offer of admission.  You'll need to accept this offer to continue the registration process.  3. **Attend orientation:**  New student orientation is typically mandatory. This session will guide you through the registration process, introduce you to campus resources, and answer any questions you may have.  4. **Register for classes:**  After orientation, you'll be able to register for classes. This is usually done through the university's online student portal.  You will need your student ID and password to access the portal.  You may also need to meet with an academic advisor to create your course schedule.  Your orientation materials should have instructions on accessing the portal and the registration process.  5. **Pay tuition and fees:** Once you've registered for classes, you'll need to pay your tuition and fees.  Information on payment options will be available through the student portal.   Remember to check the university's website and your student email regularly for important updates and deadlines.  If you have any questions during this process, please reach out to the university's admissions or registrar's office.",OPEN_DOMAIN,False,CHATBOT,[]
stjohns,361,155,F622421727664255J3Y,2025-01-30T14:27:26.139000Z,i am a new first time student how do i register,,False,USER,[]
stjohns,364,156,F133404843826C3M2PC,2025-01-30T14:27:36.684000Z,inline call: Helpdesk,OPEN_DOMAIN,False,CHATBOT,[]
stjohns,363,156,F133404843825Y2FTAL,2025-01-30T14:27:35.684000Z,live chat,,False,USER,[]
stjohns,365,157,F622421728101UMZE43,2025-01-30T14:27:53.016000Z,how do i apply,,False,USER,[]
stjohns,366,157,F622421728102JEI3AH,2025-01-30T14:27:54.016000Z,"To apply to St. John's University, you'll need to visit the university's admissions website.  There you'll find information on the application process, required documents, and deadlines.  The specific steps may vary depending on whether you're applying for undergraduate or graduate programs.",OPEN_DOMAIN,False,CHATBOT,[]
stjohns,367,158,F622421728239BEG041,2025-01-30T14:28:02.202000Z,sso,,False,USER,[]
stjohns,368,158,F622421728240LLU3LD,2025-01-30T14:28:03.202000Z,I am not able to assist with that.  Please contact the St. John's University IT Helpdesk for assistance with SSO.,OPEN_DOMAIN,False,CHATBOT,[]
stjohns,369,159,F1062121042769YQOPIZ,2025-01-30T14:28:11.233000Z,live agent,,False,USER,[]
stjohns,370,159,F1062121042770LOKS1L,2025-01-30T14:28:12.233000Z,inline call: Helpdesk,OPEN_DOMAIN,False,CHATBOT,[]
stjohns,372,160,F622421728514ZCF2BD,2025-01-30T14:28:29.582000Z,"I need more information about what you'd like to know about UIS.  Are you asking about the University Information System, or something else?",OPEN_DOMAIN,False,CHATBOT,[]
stjohns,371,160,F622421728513AC231R,2025-01-30T14:28:28.582000Z,uis,,False,USER,[]
stjohns,373,161,F1253587242685T3PA0D,2025-01-30T14:28:39.042000Z,canvas,,False,USER,[]
stjohns,374,161,F1253587242686V5DLSS,2025-01-30T14:28:40.042000Z,"I do not have access to specific information about Canvas at St. John's University beyond what is publicly available on the university website.  To access Canvas, you will need to log in using your St. John's University credentials.",OPEN_DOMAIN,False,CHATBOT,[]
stjohns,376,162,F280284529285LEQHMO,2025-01-30T14:28:49.087000Z,"I am Vera, your virtual assistant for St. John's University.  How can I help you today?",OPEN_DOMAIN,False,CHATBOT,[]
stjohns,375,162,F280284529284IYLTG2,2025-01-30T14:28:48.087000Z,agent,,False,USER,[]
stjohns,378,163,F622421728795DOHD4Y,2025-01-30T14:28:58.255000Z,"I do not have access to your transcript.  To obtain your transcript, you will need to contact the Registrar's Office at St. John's University.",OPEN_DOMAIN,False,CHATBOT,[]
stjohns,377,163,F62242172879414XARO,2025-01-30T14:28:57.255000Z,transcript,,False,USER,[]
stjohns,380,164,F133404844359IRQL3A,2025-01-30T14:29:07.476000Z,"To schedule an advising appointment, please contact your academic advisor.  To find their contact information, I need to make a backend call: academic advisor.",OPEN_DOMAIN,False,CHATBOT,[]
stjohns,379,164,F133404844358XB34CD,2025-01-30T14:29:06.476000Z,advisement,,False,USER,[]
stjohns,381,165,F280284529559DAS4LY,2025-01-30T14:29:15.839000Z,request transcript,,False,USER,[]
stjohns,382,165,F280284529560DDBYWB,2025-01-30T14:29:16.839000Z,"I cannot directly provide you with your transcript.  To obtain your transcript, you will need to follow the procedures outlined by the St. John's University Registrar's Office.  You can likely find information about requesting a transcript on their website or by contacting them directly.",OPEN_DOMAIN,False,CHATBOT,[]
stjohns,383,166,F622421730852SMH0WB,2025-01-30T14:29:25.489000Z,how to apply,,False,USER,[]
stjohns,384,166,F6224217308532LQP4J,2025-01-30T14:29:26.489000Z,"To apply to St. John's University, you'll need to visit the university's admissions website.  There you will find information on the application process, required documents, deadlines, and application fees.  The specific steps and requirements may vary depending on whether you're applying for undergraduate or graduate programs.",OPEN_DOMAIN,False,CHATBOT,[]
stjohns,385,167,F622421730990DXXNIN,2025-01-30T14:29:34.687000Z,show me the academic calendar,,False,USER,[]
stjohns,386,167,F6224217309915KXSZ1,2025-01-30T14:29:35.687000Z,"I do not have access to the specific academic calendar for St. John's University.  You can find this information on the university's official website, usually within the registrar's office or student services section.",OPEN_DOMAIN,False,CHATBOT,[]
stjohns,388,168,F280284529831FVON5T,2025-01-30T14:29:44.842000Z,"I do not have access to a real-time academic calendar.  To view the academic calendar for St. John's University, I suggest checking the university's official website.",OPEN_DOMAIN,False,CHATBOT,[]
stjohns,387,168,F280284529830BQHYJO,2025-01-30T14:29:43.842000Z,can you please show me the academic calendar,,False,USER,[]
stjohns,389,169,F622421731338BLFYVS,2025-01-30T14:29:53.575000Z,address,,False,USER,[]
stjohns,390,169,F622421731339SRGRMV,2025-01-30T14:29:54.575000Z,"I do not have access to the full address of St. John's University.  To find the address, I suggest searching online for ""St. John's University address"".",OPEN_DOMAIN,False,CHATBOT,[]
stjohns,391,170,F622421731471PI2V4J,2025-01-30T14:30:02.942000Z,who should i contact about graduating,,False,USER,[]
stjohns,392,170,F622421731472JVGSTR,2025-01-30T14:30:03.942000Z,"You should contact your academic advisor.  To get their contact information, I'll need to make a backend call: academic advisor.",OPEN_DOMAIN,False,CHATBOT,[]
stjohns,394,171,F2802845301020LXMGL,2025-01-30T14:30:14.066000Z,"I do not have access to your email address.  To find your St. John's University email address, you may need to check the university's student portal or contact the IT helpdesk.",OPEN_DOMAIN,False,CHATBOT,[]
stjohns,393,171,F28028453010120SE5H,2025-01-30T14:30:13.066000Z,email,,False,USER,[]
stjohns,395,172,F622421731777WUQQK3,2025-01-30T14:30:24.910000Z,how can i find my academic advisor,,False,USER,[]
stjohns,396,172,F622421731778U2OQUE,2025-01-30T14:30:25.910000Z,backend call: academic advisor,VERIFIED,False,CHATBOT,[]
stjohns,398,173,F1253587243505OKGCEW,2025-01-30T14:30:40.282000Z,"To get information about financial aid at St. John's University, I suggest you visit the university's financial aid website or contact the financial aid office directly.  They can provide you with the most accurate and up-to-date information.",OPEN_DOMAIN,False,CHATBOT,[]
stjohns,397,173,F1253587243504NI5TJX,2025-01-30T14:30:39.282000Z,financial aid,,False,USER,[]
stjohns,400,174,F280284530581UMZO0Q,2025-01-30T14:30:49.668000Z,"To access your academic calendar, please check your student portal.  It contains your schedule and important academic dates.",OPEN_DOMAIN,False,CHATBOT,[]
stjohns,399,174,F280284530580RS0NTS,2025-01-30T14:30:48.668000Z,calendar,,False,USER,[]
stjohns,402,175,F6224217320594MDHJ0,2025-01-30T14:30:59.190000Z,"St. John's University doesn't specify particular high school classes as *required* for admission to a bachelor's degree program.  However, a strong academic record in high school, demonstrating preparedness for college-level coursework, is crucial for admission.  The specific courses that would best prepare you will depend on your intended major.  I recommend reviewing the admission requirements on the St. John's University website for more details.",OPEN_DOMAIN,False,CHATBOT,[]
stjohns,401,175,F622421732058YEMTEC,2025-01-30T14:30:58.190000Z,what high school classes are required for a bachelors degree,,False,USER,[]
stjohns,403,176,F1253587243814JGAYAO,2025-01-30T14:31:07.533000Z,application status portal,,False,USER,[]
stjohns,404,176,F1253587243815CNHO11,2025-01-30T14:31:08.533000Z,"I do not have access to a specific application status portal for St. John's University.  To check your application status, you will need to visit the St. John's University website and look for the admissions section.  There should be a link or instructions there on how to track your application.",OPEN_DOMAIN,False,CHATBOT,[]
stjohns,405,177,F280284536049MYC5AI,2025-01-30T14:36:21.104000Z,live chat,,False,USER,[]
stjohns,406,177,F280284536050WK3TTA,2025-01-30T14:36:22.104000Z,"I am a chatbot, and this is a live chat.  How can I help you today?",OPEN_DOMAIN,False,CHATBOT,[]
stjohns,408,178,F622421746342EHCQXJ,2025-01-30T14:36:33.423000Z,inline call: Helpdesk,OPEN_DOMAIN,False,CHATBOT,[]
stjohns,407,178,F622421746341LQWXYH,2025-01-30T14:36:32.423000Z,live agent,,False,USER,[]
stjohns,409,179,F622421746616JZBDYH,2025-01-30T14:37:01.607000Z,how can i find my academic advisor,,False,USER,[]
stjohns,410,179,F6224217466172LDH1K,2025-01-30T14:37:02.607000Z,backend call: academic advisor,VERIFIED,False,CHATBOT,[]
stjohns,411,180,F280284536438YXZ5KQ,2025-01-30T14:37:20.550000Z,test it livechat,,False,USER,[]
stjohns,412,180,F280284536439G5NHSU,2025-01-30T14:37:21.550000Z,I am ready to assist you.  How can I help?,OPEN_DOMAIN,False,CHATBOT,[]
stjohns,414,181,F622421746886BJVQIZ,2025-01-30T14:37:31.238000Z,"I do not have access to current tuition information.  For the most up-to-date tuition costs at St. John's University, I recommend checking the university's website or contacting the registrar's office.",OPEN_DOMAIN,False,CHATBOT,[]
stjohns,413,181,F622421746885W0RDOU,2025-01-30T14:37:30.238000Z,how much is tuition,,False,USER,[]
stjohns,415,182,F1253587245978ZN2RJB,2025-01-30T14:37:39.499000Z,what is your mascot,,False,USER,[]
stjohns,416,182,F1253587245979GGBBHK,2025-01-30T14:37:40.499000Z,The St. John's University mascot is the Red Storm.,OPEN_DOMAIN,False,CHATBOT,[]
stjohns,418,183,F280284542689WYBPUE,2025-01-30T14:37:49.924000Z,I can help you with questions about graduation.  What specifically would you like to know?,OPEN_DOMAIN,False,CHATBOT,[]
stjohns,417,183,F280284542688LYTGSH,2025-01-30T14:37:48.924000Z,i have a question about graduation,,False,USER,[]
stjohns,420,184,F622421747155BQKPTD,2025-01-30T14:37:59.232000Z,"Good morning, Blake Blackwell.  Is there anything I can help you with today?",OPEN_DOMAIN,False,CHATBOT,[]
stjohns,419,184,F622421747154L2TEBC,2025-01-30T14:37:58.232000Z,good morning my name is blake blackwell,,False,USER,[]
stjohns,421,185,F133404850645LZ2TAU,2025-01-30T14:38:07.447000Z,parchment,,False,USER,[]
stjohns,422,185,F133404850646JAPINW,2025-01-30T14:38:08.447000Z,I do not have information about parchment specifically related to St. John's University.  Can you clarify your request?,OPEN_DOMAIN,False,CHATBOT,[]
stjohns,423,186,F280284542957IOSXEI,2025-01-30T14:38:16.898000Z,transcripts,,False,USER,[]
stjohns,424,186,F2802845429581PJ2RA,2025-01-30T14:38:17.898000Z,"That information is not available to me.  To obtain your transcripts, you will need to contact the Registrar's Office at St. John's University.",OPEN_DOMAIN,False,CHATBOT,[]
stjohns,425,187,F622421747591XRZK40,2025-01-30T14:38:25.990000Z,i have another question,,False,USER,[]
stjohns,426,187,F622421747592QBUU0H,2025-01-30T14:38:26.990000Z,"Okay, what is your question?",OPEN_DOMAIN,False,CHATBOT,[]
stjohns,428,188,F622421747722KVII1F,2025-01-30T14:38:36.187000Z,"Good afternoon, Blake Blackwell.  Is there anything I can help you with today?",OPEN_DOMAIN,False,CHATBOT,[]
stjohns,427,188,F622421747721VJGTDV,2025-01-30T14:38:35.187000Z,good afternoon my name is blake blackwell,,False,USER,[]
stjohns,429,189,F280284543320JISRKR,2025-01-30T14:38:44.748000Z,i am majoring in undecided peter j tobin college of business,,False,USER,[]
stjohns,430,189,F280284543321GA5A5E,2025-01-30T14:38:45.748000Z,"Okay, I understand you are currently an undecided major in the Peter J. Tobin College of Business at St. John's University.  Is there anything specific I can help you with today?",OPEN_DOMAIN,False,CHATBOT,[]
stjohns,431,190,F6224217481772O12NJ,2025-01-30T14:38:53.856000Z,representative,,False,USER,[]
stjohns,432,190,F622421748178L3XRHT,2025-01-30T14:38:54.856000Z,inline call: Helpdesk,OPEN_DOMAIN,False,CHATBOT,[]
stjohns,433,191,F1062121075667ZWC3T1,2025-01-30T14:39:11.102000Z,tuition,,False,USER,[]
stjohns,434,191,F1062121075668L4HKC4,2025-01-30T14:39:12.102000Z,"Tuition information for St. John's University can be found on the university's website, typically within the Student Accounts or Finances section.  The specific cost will depend on factors such as your program of study, enrollment status (full-time or part-time), and any applicable fees.",OPEN_DOMAIN,False,CHATBOT,[]
stjohns,435,192,F280284546742AZ2UI3,2025-01-30T14:39:20.445000Z,movein calendar,,False,USER,[]
stjohns,436,192,F280284546743FZV1HJ,2025-01-30T14:39:21.445000Z,I do not have access to a move-in calendar for St. John's University.  You may be able to find this information on the university's housing website.,OPEN_DOMAIN,False,CHATBOT,[]
stjohns,437,193,F6224217484464V1SN4,2025-01-30T14:39:30.093000Z,unlock account,,False,USER,[]
stjohns,438,193,F622421748447H3WN4K,2025-01-30T14:39:31.093000Z,"To unlock your account, please contact the St. John's University Helpdesk.  They can assist you with account access issues.",OPEN_DOMAIN,False,CHATBOT,[]
stjohns,440,194,F1253587263349PWWL1N,2025-01-30T14:39:40.304000Z,inline call: Helpdesk,OPEN_DOMAIN,False,CHATBOT,[]
stjohns,439,194,F1253587263348Z1AGAV,2025-01-30T14:39:39.304000Z,help with stormcard,,False,USER,[]
stjohns,441,195,F622421748790PUTS4D,2025-01-30T14:39:56.345000Z,request a transcript,,False,USER,[]
stjohns,442,195,F622421748791YJ0GRO,2025-01-30T14:39:57.345000Z,"I cannot directly provide you with a transcript.  To request your transcript, you will need to contact the St. John's University Registrar's Office.  Their contact information can be found on the university website.",OPEN_DOMAIN,False,CHATBOT,[]
stjohns,443,196,F622421748920P3O2SU,2025-01-30T14:40:05.893000Z,i forgot my password,,False,USER,[]
